zurückgeben, gibt zurück, gab zurück, hat zurückgegeben	to give back, return	Ich möchte das Kleid zurückgeben, da es mir nicht passt.	I want to give the dress back because it doesn’t fit me.
der Aufenthalt, -e	stay, residence	Während des Aufenthalts in Mexiko lernt sie viel Spanisch.	During her stay in Mexico she learns a lot of Spanish.
auflegen, legt auf, legte auf, hat aufgelegt	to publish, put on, hang up	Noch bevor sie antworten kann, legt ihr Freund auf.	Even before she can answer, her friend hangs up.
kippen, kippt, kippte, hat gekippt	to tilt, overbalance	Der Stuhl kippt und Sören fällt auf den Boden.	The chair tilts and Sören falls to the ground.
vergeblich	futile	Alle Versuche, einen Käufer für das Haus zu finden, sind bislang vergeblich.	All attempts to find a buyer for the house have been futile so far.
wischen, wischt, wischte, hat gewischt	to wipe, mop	Einmal in der Woche wischen sie den Boden in der Wohnung.	Once a week they mop the floor of the apartment.
die Beurteilung, -en	judgment	Meiner Beurteilung nach ist die Verletzung nicht sehr schlimm.	In my judgment, the injury isn’t very bad.
erbringen, erbringt, erbrachte, hat erbracht	to raise, produce, show	Die Suche nach Robin erbringt, dass er nicht mehr in Berlin wohnt.	The search for Robin shows that he no longer lives in Berlin.
folglich	consequently	Da Julius keinen Abschluss hat, kann er folglich nicht studieren.	Julius does not have a diploma, consequently he cannot study.
der Hörer, -	listener, receiver	Die Hörer können beim Radio anrufen und sich ein Lied wünschen.	The listeners can call the radio and request a song.
der Prinz, -en	prince	Prinz Harry ist der Enkel von Königin Elizabeth.	Prince Harry ist the grandson of Queen Elizabeth.
der Radius, -en	radius	Der Durchmesser eines Kreises ist doppelt so groß wie der Radius.	The diameter of a circle is twice as large as the radius.
das Schaf, -e	sheep	Der Hund bewacht die Schafe auf der Wiese.	The dog guards the sheep on the meadow.
schuldig	guilty	Ich fühle mich schuldig, weil ich meinen Eltern eine Lüge erzähle.	I feel guilty about telling my parents a lie.
das Tagebuch, -̈er	diary	Jeden Abend schreibt Frau Höfler ihre Sorgen in ihr Tagebuch.	Every evening Mrs. Höfler writes her worries in her diary.
zielen, zielt, zielte, hat gezielt	to aim	Er zielt mit der Waffe direkt auf das Tier.	He aims his gun right at the animal.
elementar	elementary, basic	Die Entdeckung der Elektrizität war eine elementare Veränderungen für das Leben der Menschen.	The discovery of electricity was a basic change in people’s lives.
nebenbei	on the side, in addition	Sie arbeitet und kümmert sich nebenbei um ihre alten Eltern.	She works and takes care of her old parents on the side.
der Ökonom, -en	economist	Der Wirtschaftsminister lässt sich von verschiedenen Ökonomen beraten.	The Minister of Economic Affairs is consulted by various economists.
das Versprechen, -	promise	Leider musste sie ihr Versprechen brechen.	Unfortunately, she had to break her promise.
das Werkzeug, -e	tool	Affen nutzen Steine als Werkzeug, um an Nahrung zu gelangen.	Monkeys use stones as a tool to get food.
das Adjektiv, -e	adjective	Adjektive wie “klein”, “rot” oder “schön” beschreiben Substantive genauer.	Adjectives like “small”, “red”, or “beautiful” describe nouns more precisely.
bremsen, bremst, bremste, hat gebremst	to brake, slow down	Die Fahrerin muss bremsen, da Kühe auf der Straße sind.	The driver has to brake because there are cows on the road.
final (er, e, es)	final	Das ist die finale Version von meinem Plan, ich ändere nichts mehr.	This is the final version of my plan; I won’t change it anymore.
das Getränk, -e	drink, beverage	Getränke sind im Preis enthalten.	Drinks are included in the price.
hierzulande	in these parts, in this country, round here	Hierzulande sagt man zu seiner Großmutter Oma und zum Großvater Opa.	In this country you call your grandmother Grandma and your grandfather Grandpa.
physiologisch	physiological	Sie untersuchen die physiologischen Auswirkungen der Krankheit auf den Körper.	They examine the physiological effects of the disease on the body.
die Unternehmung, -en	company, venture, enterprise	Wir investieren viel Geld in ganz unterschiedliche Unternehmungen.	We are investing a lot of money in very different enterprises.
vorlesen, liest vor, las vor, hat vorgelesen	to read sth to sb	Damit mein Kind richtig sprechen lernt, lese ich ihm viel aus Büchern vor.	So that my child learns to speak properly, I read to him a lot from books.
berechtigen, berechtigt, berechtigte, hat berechtigt	to entitle	Meine Freundin Mia ist dazu berechtigt, mein Zeugnis abzuholen.	My friend Mia is entitled to pick up my certificate.
der Bruch, -̈e	fracture, break	Der Bruch in meinem Bein heilt sehr schnell.	The fracture in my leg heals very fast.
endlos	endless, infinite	Seit zwei Tagen führen meine Eltern eine endlose Diskussion.	For two days my parents have been having an endless discussion.
die Erweiterung, -en	expansion, extension	Morgen kaufe ich mir endlich die Erweiterung von meinem Lieblingsspiel.	Tomorrow I’m finally buying the expansion of my favorite game.
die Lüge, -n	lie	Ich verlasse meinen Freund, weil er zu viele Lügen erzählt.	I’m leaving my friend because he tells too many lies.
der Reichtum, -̈er	wealth	Reichtum und Gesundheit, das wünsche ich dir für die Zukunft!	Wealth and health, that’s what I wish you for the future!
das Schema, -s	scheme	Er arbeitet nach einem festen Schema.	He works according to a fixed scheme.
spiegeln, spiegelt, spiegelte, hat gespiegelt	to shine, reflect	Diana sitzt am Meer und die Sonne spiegelt sich im Wasser.	Diana sits by the sea and the sun is reflected in the water.
städtisch	municipal, urban	Ich möchte, dass mein Kind städtisch aufwächst.	I want my child to grow up urban.
harmlos	harmless	Dieses Tier ist harmlos, obwohl es gefährlich aussieht.	This animal is harmless, although it looks dangerous.
reichlich	plenty, generous	Meine Oma kocht immer reichlich Essen, sodass wir noch zwei Tage davon essen können.	My grandma always cooks plenty of food so we can eat it for two more days.
ringen, ringt, rang, hat gerungen	to wrestle, struggle	Sie ringt mit dem Gedanken, das Baby zu bekommen.	She’s wrestling with the idea of having the baby.
spektakulär	spectacular	Johannas Party morgen wird sicher spektakulär.	Johanna’s party tomorrow will be spectacular.
der Strich, -e	stroke, line	Ich versuche seit vielen Minuten, einen ganz geraden Strich zu zeichnen.	I’ve been trying to draw a straight line for many minutes.
der Wirt, -e	host, innkeeper	Zu meinem Geburtstag essen und schlafen wir bei einem bayrischen Wirt.	For my birthday we eat and sleep at a Bavarian innkeeper’s place.
die Addition, -en	addition, summation	Wer gut in Mathe sein will, muss die Addition beherrschen.	If you want to be good at math, you have to master addition.
besagen, besagt, besagte, hat besagt	to say	Das Gesetz besagt, dass man nicht stehlen darf.	The law says you can’t steal.
die Geduld	patience	Wenn du etwas nicht kannst, brauchst du Geduld, weil du viel üben musst.	When you can’t do something, you need patience because you have to practice a lot.
die Innenstadt, -̈e	town center, downtown	Die Bahn fährt nicht Richtung Innenstadt, du nimmst dir besser ein Taxi.	The train doesn’t go downtown; you’d better take a cab.
die Konstruktion, -en	construction, design	Das Haus ist eine interessante Konstruktion.	The house has an interesting construction.
das Lehrbuch, -̈er	textbook	Das Lehrbuch in der Schule erklärt nicht alle Themen.	The textbook at school doesn’t explain all the topics.
siegen, siegt, siegte, hat gesiegt	to win, triumph	Bei dem Spiel wird der Klügste siegen.	The smartest man will win the game.
die Stichprobe, -n	sample	Die Stichproben unterscheiden sich in ihrer Qualität, sind aber allgemein akzeptabel.	The samples differ in quality but are generally acceptable.
trocknen, trocknet, trocknete, hat getrocknet	to dry	Ich lasse meine Haare immer an der Luft trocknen.	I always let my hair dry in the open air.
der Vorsprung, -̈e	lead, advance	Mark ist sehr schnell und hat bei dem Rennen einen großen Vorsprung.	Mark is very fast and has a big lead in the race.
vorwiegend	mainly	Ich fahre vorwiegend mit dem Auto zur Arbeit, weil ich dann schneller da bin.	I mainly travel to work by car because I can get there faster.
bekennen, bekennt, bekannte, hat bekannt	to confess, admit	Mark bekennt sich dazu, dass er Männer liebt.	Mark admits that he loves men.
dauernd	constant, lasting	Er hat dauernd Probleme mit der Polizei.	He’s in constant trouble with the police.
eigenständig	independent	Eine eigenständige Person ist von niemandem abhängig.	An independent person is not dependent on anyone.
elegant	elegant	Die Königin bewegt sich sehr elegant.	The queen moves very elegantly.
die Haftung, -en	liability	Das Hotel übernimmt keine Haftung für verlorene Gegenstände.	The hotel accepts no liability for lost items.
mutmaßlich	presumed, suspected	Die Polizei fasst den mutmaßlichen Mörder.	The police catch the suspected murderer.
vergleichsweise	comparatively	Mit ihren 30 Jahren ist sie für diesen Job vergleichsweise jung.	At 30, she is comparatively young for this job.
vermehrt	increased	Die vermehrte Nachfrage führt zu einem deutlichen Anstieg der Preise.	Increased demand is leading to a significant increase in prices.
bedauern, bedauert, bedauerte, hat bedauert	to regret, feel sorry	Mark bedauert, dass er Johannas Geburtstag vergessen hat.	Mark regrets that he forgot Johanna’s birthday.
begeben (sich), begibt, begab, hat begeben	to proceed	Alle Reisenden nach Madrid sollen sich zu Gate 26 begeben.	All passengers to Madrid are to proceed to gate 26.
vorschreiben, schreibt vor, schrieb vor, hat vorgeschrieben	to dictate	Ich lasse mir von meinen Eltern nicht vorschreiben, was ich studiere.	I won’t have my parents dictate what I study.
zutrauen, traut zu, traute zu, hat zugetraut	to dare to do sth	Er traut sich zu, das Problem allein zu lösen.	He dares to solve the problem on his own.
abseits	offside, off the beaten track	Wir wollen einen Platz für unser Zelt finden, der etwas abseits liegt.	We want to find a place for our tent that is a little off the beaten track.
asymmetrisch	asymmetric	Der Schnitt von diesem Kleid ist asymmetrisch.	The cut of this dress is asymmetric.
bescheiden	modest	Obwohl Edward reich ist, lebt er sehr bescheiden in einem kleinen Haus.	Although Edward is rich, he lives very modestly in a small house.
die FIFA	FIFA	FIFA ist die Abkürzung für Fédération Internationale de Football Association.	FIFA is the abbreviation for Fédération Internationale de Football Association.
die Hemmung, -en	inhibition	Viele Leute verlieren ihre Hemmungen, wenn sie Alkohol trinken.	Many people lose their inhibitions when they drink alcohol.
das Schlafzimmer, -	bedroom	Unser Haus hat drei Schlafzimmer.	Our house has three bedrooms.
die Tragödie, -n	tragedy	Die griechische Tragödie König Ödipus endet mit dem tragischen Tod des Helden.	The Greek tragedy King Oedipus ends with the tragic death of the hero.
die Wunde, -n	wound	Aus der frischen Wunde fließt Blut.	Blood flows from the fresh wound.
achtzehn	eighteen	Mit achtzehn Jahren gilt man als erwachsen.	With eighteen years one is considered an adult.
das Chaos	chaos	Schnee und Eis können Chaos auf den Straßen verursachen.	Snow and ice can cause chaos on the roads.
die Krone, -n	crown	Die Königin trägt eine Krone auf dem Kopf.	The queen wears a crown on her head.
reiben, reibt, rieb, hat gerieben	to rub	Luke versucht, den Fleck aus seinem Hemd zu reiben.	Luke tries to rub the mark out of his shirt.
der Reporter, -	reporter	Der Reporter von der Presse fotografiert die Mannschaft nach dem Spiel.	The reporter from the press photographs the team after the match.
der Schluck, -e	sip	Sie trinkt einen Schluck Wasser aus der Flasche.	She drinks a sip of water from the bottle.
der Schock, -e	shock	Nach dem Unfall steht er unter Schock.	He’s in shock after the accident.
